"","year|sex|name|n|prop"
"11500","1885|F|Arminda|5|3.5223918449584e-5"
"11501","1885|F|Aurore|5|3.5223918449584e-5"
"11502","1885|F|Axie|5|3.5223918449584e-5"
"11503","1885|F|Beckie|5|3.5223918449584e-5"
"11504","1885|F|Becky|5|3.5223918449584e-5"
"11505","1885|F|Belvia|5|3.5223918449584e-5"
"11506","1885|F|Betsey|5|3.5223918449584e-5"
"11507","1885|F|Bird|5|3.5223918449584e-5"
"11508","1885|F|Caddie|5|3.5223918449584e-5"
"11509","1885|F|Carl|5|3.5223918449584e-5"
"11510","1885|F|Carlotta|5|3.5223918449584e-5"
"11511","1885|F|Carry|5|3.5223918449584e-5"
"11512","1885|F|Charlotta|5|3.5223918449584e-5"
"11513","1885|F|China|5|3.5223918449584e-5"
"11514","1885|F|Chlora|5|3.5223918449584e-5"
"11515","1885|F|Christiana|5|3.5223918449584e-5"
"11516","1885|F|Claudine|5|3.5223918449584e-5"
"11517","1885|F|Cleta|5|3.5223918449584e-5"
"11518","1885|F|Cliffie|5|3.5223918449584e-5"
"11519","1885|F|Clifford|5|3.5223918449584e-5"
"11520","1885|F|Coila|5|3.5223918449584e-5"
"11521","1885|F|Daisey|5|3.5223918449584e-5"
"11522","1885|F|Dannie|5|3.5223918449584e-5"
"11523","1885|F|David|5|3.5223918449584e-5"
"11524","1885|F|Dellie|5|3.5223918449584e-5"
"11525","1885|F|Delma|5|3.5223918449584e-5"
"11526","1885|F|Delphine|5|3.5223918449584e-5"
"11527","1885|F|Dicy|5|3.5223918449584e-5"
"11528","1885|F|Eathel|5|3.5223918449584e-5"
"11529","1885|F|Edward|5|3.5223918449584e-5"
"11530","1885|F|Elodie|5|3.5223918449584e-5"
"11531","1885|F|Eltha|5|3.5223918449584e-5"
"11532","1885|F|Elzie|5|3.5223918449584e-5"
"11533","1885|F|Ema|5|3.5223918449584e-5"
"11534","1885|F|Ermina|5|3.5223918449584e-5"
"11535","1885|F|Ethie|5|3.5223918449584e-5"
"11536","1885|F|Evalina|5|3.5223918449584e-5"
"11537","1885|F|Fannye|5|3.5223918449584e-5"
"11538","1885|F|Felicia|5|3.5223918449584e-5"
"11539","1885|F|Felicita|5|3.5223918449584e-5"
"11540","1885|F|Filomena|5|3.5223918449584e-5"
"11541","1885|F|Flavia|5|3.5223918449584e-5"
"11542","1885|F|Floss|5|3.5223918449584e-5"
"11543","1885|F|Floyd|5|3.5223918449584e-5"
"11544","1885|F|Francies|5|3.5223918449584e-5"
"11545","1885|F|Frederica|5|3.5223918449584e-5"
"11546","1885|F|Fronie|5|3.5223918449584e-5"
"11547","1885|F|Gene|5|3.5223918449584e-5"
"11548","1885|F|Georgeanna|5|3.5223918449584e-5"
"11549","1885|F|Gertha|5|3.5223918449584e-5"
"11550","1885|F|Gertude|5|3.5223918449584e-5"
"11551","1885|F|Glen|5|3.5223918449584e-5"
"11552","1885|F|Gretchen|5|3.5223918449584e-5"
"11553","1885|F|Gretta|5|3.5223918449584e-5"
"11554","1885|F|Henretta|5|3.5223918449584e-5"
"11555","1885|F|Henriette|5|3.5223918449584e-5"
"11556","1885|F|Hessie|5|3.5223918449584e-5"
"11557","1885|F|Isadora|5|3.5223918449584e-5"
"11558","1885|F|Isadore|5|3.5223918449584e-5"
"11559","1885|F|Iza|5|3.5223918449584e-5"
"11560","1885|F|Jeffie|5|3.5223918449584e-5"
"11561","1885|F|Jess|5|3.5223918449584e-5"
"11562","1885|F|Jinnie|5|3.5223918449584e-5"
"11563","1885|F|Judie|5|3.5223918449584e-5"
"11564","1885|F|Juliana|5|3.5223918449584e-5"
"11565","1885|F|Laurel|5|3.5223918449584e-5"
"11566","1885|F|Laurena|5|3.5223918449584e-5"
"11567","1885|F|Laurie|5|3.5223918449584e-5"
"11568","1885|F|Lavada|5|3.5223918449584e-5"
"11569","1885|F|Leana|5|3.5223918449584e-5"
"11570","1885|F|Lelar|5|3.5223918449584e-5"
"11571","1885|F|Lelie|5|3.5223918449584e-5"
"11572","1885|F|Lemma|5|3.5223918449584e-5"
"11573","1885|F|Leonia|5|3.5223918449584e-5"
"11574","1885|F|Levina|5|3.5223918449584e-5"
"11575","1885|F|Lilah|5|3.5223918449584e-5"
"11576","1885|F|Lindy|5|3.5223918449584e-5"
"11577","1885|F|Lorraine|5|3.5223918449584e-5"
"11578","1885|F|Louis|5|3.5223918449584e-5"
"11579","1885|F|Lucina|5|3.5223918449584e-5"
"11580","1885|F|Lumina|5|3.5223918449584e-5"
"11581","1885|F|Lupe|5|3.5223918449584e-5"
"11582","1885|F|Luvena|5|3.5223918449584e-5"
"11583","1885|F|Lyla|5|3.5223918449584e-5"
"11584","1885|F|Lynn|5|3.5223918449584e-5"
"11585","1885|F|Madaline|5|3.5223918449584e-5"
"11586","1885|F|Maidie|5|3.5223918449584e-5"
"11587","1885|F|Maie|5|3.5223918449584e-5"
"11588","1885|F|Mandie|5|3.5223918449584e-5"
"11589","1885|F|Margarete|5|3.5223918449584e-5"
"11590","1885|F|Margaretha|5|3.5223918449584e-5"
"11591","1885|F|Margretta|5|3.5223918449584e-5"
"11592","1885|F|Mida|5|3.5223918449584e-5"
"11593","1885|F|Mimie|5|3.5223918449584e-5"
"11594","1885|F|Minda|5|3.5223918449584e-5"
"11595","1885|F|Minervia|5|3.5223918449584e-5"
"11596","1885|F|Minnette|5|3.5223918449584e-5"
"11597","1885|F|Mozelle|5|3.5223918449584e-5"
"11598","1885|F|Murl|5|3.5223918449584e-5"
"11599","1885|F|Nana|5|3.5223918449584e-5"
"11600","1885|F|Necie|5|3.5223918449584e-5"
"11601","1885|F|Neoma|5|3.5223918449584e-5"
"11602","1885|F|Nevada|5|3.5223918449584e-5"
"11603","1885|F|Oliva|5|3.5223918449584e-5"
"11604","1885|F|Orra|5|3.5223918449584e-5"
"11605","1885|F|Osa|5|3.5223918449584e-5"
"11606","1885|F|Pairlee|5|3.5223918449584e-5"
"11607","1885|F|Patricia|5|3.5223918449584e-5"
"11608","1885|F|Paulina|5|3.5223918449584e-5"
"11609","1885|F|Pinkey|5|3.5223918449584e-5"
"11610","1885|F|Prudie|5|3.5223918449584e-5"
"11611","1885|F|Rene|5|3.5223918449584e-5"
"11612","1885|F|Reta|5|3.5223918449584e-5"
"11613","1885|F|Retha|5|3.5223918449584e-5"
"11614","1885|F|Rittie|5|3.5223918449584e-5"
"11615","1885|F|Rosabel|5|3.5223918449584e-5"
"11616","1885|F|Rosabelle|5|3.5223918449584e-5"
"11617","1885|F|Rosalia|5|3.5223918449584e-5"
"11618","1885|F|Rosana|5|3.5223918449584e-5"
"11619","1885|F|Rosemary|5|3.5223918449584e-5"
"11620","1885|F|Roy|5|3.5223918449584e-5"
"11621","1885|F|Rozella|5|3.5223918449584e-5"
"11622","1885|F|Rubie|5|3.5223918449584e-5"
"11623","1885|F|Rutha|5|3.5223918449584e-5"
"11624","1885|F|Savanah|5|3.5223918449584e-5"
"11625","1885|F|Shellie|5|3.5223918449584e-5"
"11626","1885|F|Suzanne|5|3.5223918449584e-5"
"11627","1885|F|Tera|5|3.5223918449584e-5"
"11628","1885|F|Texas|5|3.5223918449584e-5"
"11629","1885|F|Thalia|5|3.5223918449584e-5"
"11630","1885|F|Tilla|5|3.5223918449584e-5"
"11631","1885|F|Timmie|5|3.5223918449584e-5"
"11632","1885|F|Tishie|5|3.5223918449584e-5"
"11633","1885|F|Vennie|5|3.5223918449584e-5"
"11634","1885|F|Vernia|5|3.5223918449584e-5"
"11635","1885|F|Vernon|5|3.5223918449584e-5"
"11636","1885|F|Verona|5|3.5223918449584e-5"
"11637","1885|F|Vira|5|3.5223918449584e-5"
"11638","1885|F|Vivien|5|3.5223918449584e-5"
"11639","1885|F|Will|5|3.5223918449584e-5"
"11640","1885|F|Zettie|5|3.5223918449584e-5"
"11641","1885|M|John|8756|0.07551791351146223"
"11642","1885|M|William|8044|0.0693771238335087"
"11643","1885|M|James|5175|0.04463284632501337"
"11644","1885|M|George|4674|0.04031186931847584"
"11645","1885|M|Charles|4599|0.039665016473185793"
"11646","1885|M|Frank|3067|0.026451969020061063"
"11647","1885|M|Joseph|2540|0.021906749693822985"
"11648","1885|M|Henry|2406|0.020751039276904765"
"11649","1885|M|Robert|2322|0.020026564090179912"
"11650","1885|M|Thomas|2266|0.01954358063236334"
"11651","1885|M|Edward|2220|0.019146844220585445"
"11652","1885|M|Harry|2198|0.018957100719300363"
"11653","1885|M|Walter|1808|0.01559346592379211"
"11654","1885|M|Fred|1562|0.01347178859124075"
"11655","1885|M|Arthur|1516|0.013075052179462853"
"11656","1885|M|Albert|1429|0.012324702878926397"
"11657","1885|M|Clarence|906|0.007813982371103789"
"11658","1885|M|Samuel|888|0.007658737688234178"
"11659","1885|M|Louis|809|0.00697738602452866"
"11660","1885|M|Grover|768|0.0066237731357700995"
"11661","1885|M|Ernest|718|0.006192537905576734"
"11662","1885|M|David|712|0.00614078967795353"
"11663","1885|M|Charlie|705|0.006080416745726459"
"11664","1885|M|Roy|691|0.005959670881272317"
"11665","1885|M|Joe|681|0.0058734238352336435"
"11666","1885|M|Richard|672|0.0057958014937988375"
"11667","1885|M|Will|625|0.005390440377417073"
"11668","1885|M|Oscar|623|0.005373190968209339"
"11669","1885|M|Willie|614|0.005295568626774533"
"11670","1885|M|Andrew|599|0.005166198057716523"
"11671","1885|M|Jesse|556|0.004795335759750228"
"11672","1885|M|Daniel|535|0.004614216963069015"
"11673","1885|M|Peter|516|0.004450347575595536"
"11674","1885|M|Carl|494|0.004260604074310455"
"11675","1885|M|Sam|492|0.00424335466510272"
"11676","1885|M|Earl|481|0.00414848291446018"
"11677","1885|M|Frederick|466|0.00401911234540217"
"11678","1885|M|Benjamin|464|0.0040018629361944355"
"11679","1885|M|Alfred|446|0.003846618253324824"
"11680","1885|M|Elmer|443|0.0038207441395132218"
"11681","1885|M|Howard|438|0.0037776206164938852"
"11682","1885|M|Lewis|437|0.0037689959118900177"
"11683","1885|M|Paul|428|0.003691373570455212"
"11684","1885|M|Ralph|422|0.003639625342832008"
"11685","1885|M|Herbert|388|0.0033463853863005192"
"11686","1885|M|Jim|370|0.0031911407034309076"
"11687","1885|M|Michael|370|0.0031911407034309076"
"11688","1885|M|Tom|361|0.0031135183619961015"
"11689","1885|M|Martin|357|0.0030790195435806324"
"11690","1885|M|Lee|348|0.0030013972021458264"
"11691","1885|M|Eugene|345|0.0029755230883342244"
"11692","1885|M|Claude|343|0.00295827367912649"
"11693","1885|M|Jacob|343|0.00295827367912649"
"11694","1885|M|Ed|328|0.00282890311006848"
"11695","1885|M|Herman|326|0.0028116537008607456"
"11696","1885|M|Francis|319|0.002751280768633674"
"11697","1885|M|Clyde|318|0.002742656064029807"
"11698","1885|M|Raymond|308|0.002656409017991134"
"11699","1885|M|Harvey|304|0.0026219101995756645"
"11700","1885|M|Edgar|303|0.0026132854949717974"
"11701","1885|M|Jack|295|0.002544287858140859"
"11702","1885|M|Ben|292|0.002518413744329257"
"11703","1885|M|Edwin|289|0.002492539630517655"
"11704","1885|M|Lawrence|288|0.0024839149259137873"
"11705","1885|M|Charley|285|0.0024580408121021853"
"11706","1885|M|Bert|276|0.0023804184706673797"
"11707","1885|M|Chester|273|0.0023545443568557776"
"11708","1885|M|Guy|266|0.0022941714246287066"
"11709","1885|M|Otto|263|0.0022682973108171045"
"11710","1885|M|Floyd|259|0.002233798492401635"
"11711","1885|M|Luther|259|0.002233798492401635"
"11712","1885|M|Oliver|258|0.002225173787797768"
"11713","1885|M|Hugh|257|0.0022165490831939005"
"11714","1885|M|Ray|237|0.0020440549911165543"
"11715","1885|M|Ira|235|0.0020268055819088198"
"11716","1885|M|Homer|228|0.0019664326496817482"
"11717","1885|M|Patrick|217|0.0018715608990392079"
"11718","1885|M|Alexander|205|0.0017680644437928"
"11719","1885|M|Isaac|204|0.0017594397391889327"
"11720","1885|M|Leonard|204|0.0017594397391889327"
"11721","1885|M|Jessie|202|0.0017421903299811982"
"11722","1885|M|Harold|201|0.001733565625377331"
"11723","1885|M|Leo|199|0.0017163162161695962"
"11724","1885|M|Theodore|199|0.0017163162161695962"
"11725","1885|M|Archie|196|0.0016904421023579942"
"11726","1885|M|August|193|0.0016645679885463924"
"11727","1885|M|Allen|184|0.0015869456471115865"
"11728","1885|M|Sidney|170|0.001466199782657444"
"11729","1885|M|Philip|163|0.0014058268504303728"
"11730","1885|M|Leroy|162|0.0013972021458265053"
"11731","1885|M|Bernard|160|0.0013799527366187708"
"11732","1885|M|Alex|159|0.0013713280320149035"
"11733","1885|M|Stephen|158|0.0013627033274110363"
"11734","1885|M|Horace|155|0.0013368292135994342"
"11735","1885|M|Anthony|153|0.0013195798043916995"
"11736","1885|M|Warren|151|0.001302330395183965"
"11737","1885|M|Julius|150|0.0012937056905800977"
"11738","1885|M|Cleveland|147|0.0012678315767684957"
"11739","1885|M|Leon|146|0.0012592068721646284"
"11740","1885|M|Victor|143|0.0012333327583530264"
"11741","1885|M|Eddie|141|0.0012160833491452919"
"11742","1885|M|Lester|141|0.0012160833491452919"
"11743","1885|M|Marion|141|0.0012160833491452919"
"11744","1885|M|Clifford|139|0.001198833939937557"
"11745","1885|M|Emil|138|0.0011902092353336898"
"11746","1885|M|Willis|133|0.0011470857123143533"
"11747","1885|M|Milton|130|0.0011212115985027513"
"11748","1885|M|Dan|129|0.001112586893898884"
"11749","1885|M|Dave|128|0.0011039621892950167"
"11750","1885|M|Everett|128|0.0011039621892950167"
"11751","1885|M|Alvin|125|0.0010780880754834147"
"11752","1885|M|Leslie|122|0.0010522139616718127"
"11753","1885|M|Earnest|120|0.0010349645524640782"
"11754","1885|M|Calvin|119|0.0010263398478602109"
"11755","1885|M|Jess|119|0.0010263398478602109"
"11756","1885|M|Norman|118|0.0010177151432563434"
"11757","1885|M|Rufus|118|0.0010177151432563434"
"11758","1885|M|Franklin|117|0.0010090904386524761"
"11759","1885|M|Jerry|115|9.918410294447416e-4"
"11760","1885|M|Perry|115|9.918410294447416e-4"
"11761","1885|M|Amos|114|9.832163248408741e-4"
"11762","1885|M|Dennis|112|9.659669156331396e-4"
"11763","1885|M|Jose|111|9.573422110292722e-4"
"11764","1885|M|Matthew|111|9.573422110292722e-4"
"11765","1885|M|Melvin|110|9.487175064254049e-4"
"11766","1885|M|Lloyd|109|9.400928018215376e-4"
"11767","1885|M|Ross|109|9.400928018215376e-4"
"11768","1885|M|Wesley|108|9.314680972176703e-4"
"11769","1885|M|Wallace|107|9.22843392613803e-4"
"11770","1885|M|Alonzo|104|8.96969278802201e-4"
"11771","1885|M|Mack|104|8.96969278802201e-4"
"11772","1885|M|Nathan|103|8.883445741983337e-4"
"11773","1885|M|Adolph|102|8.797198695944664e-4"
"11774","1885|M|Emmett|101|8.710951649905991e-4"
"11775","1885|M|Jake|100|8.624704603867317e-4"
"11776","1885|M|Morris|99|8.538457557828645e-4"
"11777","1885|M|Percy|98|8.452210511789971e-4"
"11778","1885|M|Roscoe|98|8.452210511789971e-4"
"11779","1885|M|Claud|97|8.365963465751298e-4"
"11780","1885|M|Stanley|97|8.365963465751298e-4"
"11781","1885|M|Adam|96|8.279716419712624e-4"
"11782","1885|M|Cornelius|96|8.279716419712624e-4"
"11783","1885|M|Maurice|96|8.279716419712624e-4"
"11784","1885|M|Willard|95|8.193469373673952e-4"
"11785","1885|M|Russell|94|8.107222327635279e-4"
"11786","1885|M|Elbert|92|7.934728235557933e-4"
"11787","1885|M|Hiram|92|7.934728235557933e-4"
"11788","1885|M|Wilbur|92|7.934728235557933e-4"
"11789","1885|M|Irvin|91|7.848481189519259e-4"
"11790","1885|M|Jay|91|7.848481189519259e-4"
"11791","1885|M|Manuel|90|7.762234143480586e-4"
"11792","1885|M|Otis|89|7.675987097441912e-4"
"11793","1885|M|Aaron|88|7.58974005140324e-4"
"11794","1885|M|Cecil|87|7.503493005364566e-4"
"11795","1885|M|Gus|87|7.503493005364566e-4"
"11796","1885|M|Jasper|87|7.503493005364566e-4"
"11797","1885|M|Phillip|87|7.503493005364566e-4"
"11798","1885|M|Abraham|86|7.417245959325893e-4"
"11799","1885|M|Mike|84|7.244751867248547e-4"
"11800","1885|M|Nelson|83|7.158504821209873e-4"
"11801","1885|M|Simon|83|7.158504821209873e-4"
"11802","1885|M|Clinton|82|7.0722577751712e-4"
"11803","1885|M|Elijah|82|7.0722577751712e-4"
"11804","1885|M|Sylvester|82|7.0722577751712e-4"
"11805","1885|M|Virgil|82|7.0722577751712e-4"
"11806","1885|M|Felix|80|6.899763683093854e-4"
"11807","1885|M|Levi|79|6.813516637055181e-4"
"11808","1885|M|Orville|79|6.813516637055181e-4"
"11809","1885|M|Ellis|78|6.727269591016508e-4"
"11810","1885|M|Irving|78|6.727269591016508e-4"
"11811","1885|M|Marshall|78|6.727269591016508e-4"
"11812","1885|M|Gilbert|77|6.641022544977835e-4"
"11813","1885|M|Ollie|77|6.641022544977835e-4"
"11814","1885|M|Noah|76|6.554775498939161e-4"
"11815","1885|M|Wiley|76|6.554775498939161e-4"
"11816","1885|M|Anton|74|6.382281406861815e-4"
"11817","1885|M|Lonnie|74|6.382281406861815e-4"
"11818","1885|M|Mark|74|6.382281406861815e-4"
"11819","1885|M|Moses|74|6.382281406861815e-4"
"11820","1885|M|Silas|73|6.296034360823142e-4"
"11821","1885|M|Hubert|72|6.209787314784468e-4"
"11822","1885|M|Reuben|72|6.209787314784468e-4"
"11823","1885|M|Christopher|71|6.123540268745796e-4"
"11824","1885|M|Johnnie|71|6.123540268745796e-4"
"11825","1885|M|Max|71|6.123540268745796e-4"
"11826","1885|M|Vernon|71|6.123540268745796e-4"
"11827","1885|M|Curtis|70|6.037293222707122e-4"
"11828","1885|M|Owen|70|6.037293222707122e-4"
"11829","1885|M|Rudolph|70|6.037293222707122e-4"
"11830","1885|M|Augustus|69|5.951046176668449e-4"
"11831","1885|M|Cleve|69|5.951046176668449e-4"
"11832","1885|M|Clayton|68|5.864799130629775e-4"
"11833","1885|M|Edmund|68|5.864799130629775e-4"
"11834","1885|M|Glenn|68|5.864799130629775e-4"
"11835","1885|M|Bill|66|5.69230503855243e-4"
"11836","1885|M|Nicholas|66|5.69230503855243e-4"
"11837","1885|M|Marvin|65|5.606057992513756e-4"
"11838","1885|M|Sherman|65|5.606057992513756e-4"
"11839","1885|M|Timothy|64|5.519810946475084e-4"
"11840","1885|M|Jeff|63|5.43356390043641e-4"
"11841","1885|M|Millard|63|5.43356390043641e-4"
"11842","1885|M|Fredrick|62|5.347316854397737e-4"
"11843","1885|M|Newton|61|5.261069808359063e-4"
"11844","1885|M|Elias|60|5.174822762320391e-4"
"11845","1885|M|Steve|60|5.174822762320391e-4"
"11846","1885|M|Dock|59|5.088575716281717e-4"
"11847","1885|M|Grant|59|5.088575716281717e-4"
"11848","1885|M|Wilson|59|5.088575716281717e-4"
"11849","1885|M|Ora|58|5.002328670243044e-4"
"11850","1885|M|Riley|58|5.002328670243044e-4"
"11851","1885|M|Solomon|58|5.002328670243044e-4"
"11852","1885|M|Pearl|57|4.916081624204371e-4"
"11853","1885|M|Bruce|56|4.829834578165698e-4"
"11854","1885|M|Eli|56|4.829834578165698e-4"
"11855","1885|M|Joel|56|4.829834578165698e-4"
"11856","1885|M|Pete|56|4.829834578165698e-4"
"11857","1885|M|Andy|55|4.7435875321270247e-4"
"11858","1885|M|Christian|55|4.7435875321270247e-4"
"11859","1885|M|Gustave|55|4.7435875321270247e-4"
"11860","1885|M|Austin|54|4.6573404860883515e-4"
"11861","1885|M|Clifton|54|4.6573404860883515e-4"
"11862","1885|M|Juan|54|4.6573404860883515e-4"
"11863","1885|M|Monroe|54|4.6573404860883515e-4"
"11864","1885|M|Nathaniel|54|4.6573404860883515e-4"
"11865","1885|M|Wade|54|4.6573404860883515e-4"
"11866","1885|M|Jerome|53|4.571093440049678e-4"
"11867","1885|M|Bob|52|4.484846394011005e-4"
"11868","1885|M|Miles|52|4.484846394011005e-4"
"11869","1885|M|Scott|52|4.484846394011005e-4"
"11870","1885|M|Bennie|51|4.398599347972332e-4"
"11871","1885|M|Edd|51|4.398599347972332e-4"
"11872","1885|M|Harley|51|4.398599347972332e-4"
"11873","1885|M|Chris|50|4.3123523019336586e-4"
"11874","1885|M|Luke|50|4.3123523019336586e-4"
"11875","1885|M|Mose|50|4.3123523019336586e-4"
"11876","1885|M|Julian|49|4.2261052558949854e-4"
"11877","1885|M|Gordon|48|4.139858209856312e-4"
"11878","1885|M|Preston|48|4.139858209856312e-4"
"11879","1885|M|Roland|48|4.139858209856312e-4"
"11880","1885|M|Vincent|48|4.139858209856312e-4"
"11881","1885|M|Abe|47|4.0536111638176395e-4"
"11882","1885|M|Donald|47|4.0536111638176395e-4"
"11883","1885|M|Alva|46|3.9673641177789663e-4"
"11884","1885|M|Byron|46|3.9673641177789663e-4"
"11885","1885|M|Clark|45|3.881117071740293e-4"
"11886","1885|M|Glen|45|3.881117071740293e-4"
"11887","1885|M|Harrison|45|3.881117071740293e-4"
"11888","1885|M|Bud|44|3.79487002570162e-4"
"11889","1885|M|Karl|44|3.79487002570162e-4"
"11890","1885|M|Marcus|44|3.79487002570162e-4"
"11891","1885|M|Asa|43|3.7086229796629466e-4"
"11892","1885|M|Barney|43|3.7086229796629466e-4"
"11893","1885|M|Enoch|43|3.7086229796629466e-4"
"11894","1885|M|Joshua|43|3.7086229796629466e-4"
"11895","1885|M|Louie|43|3.7086229796629466e-4"
"11896","1885|M|Anderson|42|3.6223759336242734e-4"
"11897","1885|M|Delbert|42|3.6223759336242734e-4"
"11898","1885|M|Columbus|41|3.5361288875856e-4"
"11899","1885|M|Emery|41|3.5361288875856e-4"
"11900","1885|M|Ike|41|3.5361288875856e-4"
"11901","1885|M|Kenneth|41|3.5361288875856e-4"
"11902","1885|M|Matt|41|3.5361288875856e-4"
"11903","1885|M|Boyd|40|3.449881841546927e-4"
"11904","1885|M|Cyrus|40|3.449881841546927e-4"
"11905","1885|M|Jeremiah|40|3.449881841546927e-4"
"11906","1885|M|Conrad|39|3.363634795508254e-4"
"11907","1885|M|Lucius|39|3.363634795508254e-4"
"11908","1885|M|Elisha|38|3.2773877494695806e-4"
"11909","1885|M|Jefferson|38|3.2773877494695806e-4"
"11910","1885|M|Lon|38|3.2773877494695806e-4"
"11911","1885|M|Mary|38|3.2773877494695806e-4"
"11912","1885|M|Nick|38|3.2773877494695806e-4"
"11913","1885|M|Van|38|3.2773877494695806e-4"
"11914","1885|M|Chas|37|3.1911407034309074e-4"
"11915","1885|M|Major|37|3.1911407034309074e-4"
"11916","1885|M|Wilfred|37|3.1911407034309074e-4"
"11917","1885|M|Edmond|36|3.104893657392234e-4"
"11918","1885|M|Ferdinand|36|3.104893657392234e-4"
"11919","1885|M|Forrest|36|3.104893657392234e-4"
"11920","1885|M|General|36|3.104893657392234e-4"
"11921","1885|M|Porter|36|3.104893657392234e-4"
"11922","1885|M|Don|35|3.018646611353561e-4"
"11923","1885|M|Ervin|35|3.018646611353561e-4"
"11924","1885|M|Clem|34|2.9323995653148877e-4"
"11925","1885|M|Emory|34|2.9323995653148877e-4"
"11926","1885|M|Garfield|34|2.9323995653148877e-4"
"11927","1885|M|Hugo|34|2.9323995653148877e-4"
"11928","1885|M|Mathew|34|2.9323995653148877e-4"
"11929","1885|M|Seth|34|2.9323995653148877e-4"
"11930","1885|M|Arnold|33|2.846152519276215e-4"
"11931","1885|M|Hans|33|2.846152519276215e-4"
"11932","1885|M|Johnie|33|2.846152519276215e-4"
"11933","1885|M|Laurence|33|2.846152519276215e-4"
"11934","1885|M|Neal|33|2.846152519276215e-4"
"11935","1885|M|Tony|33|2.846152519276215e-4"
"11936","1885|M|Ulysses|33|2.846152519276215e-4"
"11937","1885|M|Winfield|33|2.846152519276215e-4"
"11938","1885|M|Abner|32|2.759905473237542e-4"
"11939","1885|M|Ambrose|32|2.759905473237542e-4"
"11940","1885|M|Burton|32|2.759905473237542e-4"
"11941","1885|M|Emanuel|32|2.759905473237542e-4"
"11942","1885|M|Frederic|32|2.759905473237542e-4"
"11943","1885|M|Green|32|2.759905473237542e-4"
"11944","1885|M|Logan|32|2.759905473237542e-4"
"11945","1885|M|Lemuel|31|2.6736584271988686e-4"
"11946","1885|M|Ole|31|2.6736584271988686e-4"
"11947","1885|M|Arch|30|2.5874113811601954e-4"
"11948","1885|M|Douglas|30|2.5874113811601954e-4"
"11949","1885|M|Dwight|30|2.5874113811601954e-4"
"11950","1885|M|Forest|30|2.5874113811601954e-4"
"11951","1885|M|Jonathan|30|2.5874113811601954e-4"
"11952","1885|M|Alton|29|2.501164335121522e-4"
"11953","1885|M|Isaiah|29|2.501164335121522e-4"
"11954","1885|M|Jackson|29|2.501164335121522e-4"
"11955","1885|M|Lyman|29|2.501164335121522e-4"
"11956","1885|M|Mitchell|29|2.501164335121522e-4"
"11957","1885|M|Vern|29|2.501164335121522e-4"
"11958","1885|M|Carlos|28|2.414917289082849e-4"
"11959","1885|M|Dee|28|2.414917289082849e-4"
"11960","1885|M|Dudley|28|2.414917289082849e-4"
"11961","1885|M|Elwood|28|2.414917289082849e-4"
"11962","1885|M|Francisco|28|2.414917289082849e-4"
"11963","1885|M|Gustav|28|2.414917289082849e-4"
"11964","1885|M|Royal|28|2.414917289082849e-4"
"11965","1885|M|Ruben|28|2.414917289082849e-4"
"11966","1885|M|Smith|28|2.414917289082849e-4"
"11967","1885|M|Antonio|27|2.3286702430441757e-4"
"11968","1885|M|Dick|27|2.3286702430441757e-4"
"11969","1885|M|Freeman|27|2.3286702430441757e-4"
"11970","1885|M|Lorenzo|27|2.3286702430441757e-4"
"11971","1885|M|Roger|27|2.3286702430441757e-4"
"11972","1885|M|Benjiman|26|2.2424231970055025e-4"
"11973","1885|M|Carroll|26|2.2424231970055025e-4"
"11974","1885|M|Erwin|26|2.2424231970055025e-4"
"11975","1885|M|Isiah|26|2.2424231970055025e-4"
"11976","1885|M|Ivan|26|2.2424231970055025e-4"
"11977","1885|M|Merle|26|2.2424231970055025e-4"
"11978","1885|M|Morgan|26|2.2424231970055025e-4"
"11979","1885|M|Napoleon|26|2.2424231970055025e-4"
"11980","1885|M|Ned|26|2.2424231970055025e-4"
"11981","1885|M|Neil|26|2.2424231970055025e-4"
"11982","1885|M|Sol|26|2.2424231970055025e-4"
"11983","1885|M|Taylor|26|2.2424231970055025e-4"
"11984","1885|M|Alphonse|25|2.1561761509668293e-4"
"11985","1885|M|Archibald|25|2.1561761509668293e-4"
"11986","1885|M|Chauncey|25|2.1561761509668293e-4"
"11987","1885|M|Dale|25|2.1561761509668293e-4"
"11988","1885|M|Foster|25|2.1561761509668293e-4"
"11989","1885|M|Jimmie|25|2.1561761509668293e-4"
"11990","1885|M|King|25|2.1561761509668293e-4"
"11991","1885|M|Lucian|25|2.1561761509668293e-4"
"11992","1885|M|Lynn|25|2.1561761509668293e-4"
"11993","1885|M|Pink|25|2.1561761509668293e-4"
"11994","1885|M|Sydney|25|2.1561761509668293e-4"
"11995","1885|M|Adolphus|24|2.069929104928156e-4"
"11996","1885|M|Berry|24|2.069929104928156e-4"
"11997","1885|M|Enos|24|2.069929104928156e-4"
"11998","1885|M|Ezra|24|2.069929104928156e-4"
"11999","1885|M|Fletcher|24|2.069929104928156e-4"
"12000","1885|M|Hosea|24|2.069929104928156e-4"
"12001","1885|M|Loyd|24|2.069929104928156e-4"
"12002","1885|M|Wayne|24|2.069929104928156e-4"
"12003","1885|M|Wilbert|24|2.069929104928156e-4"
"12004","1885|M|Alvah|23|1.9836820588894831e-4"
"12005","1885|M|Christ|23|1.9836820588894831e-4"
"12006","1885|M|Earle|23|1.9836820588894831e-4"
"12007","1885|M|Evan|23|1.9836820588894831e-4"
